Doc,Company,Year,Text
Doc168,Adobe ,2001," In fiscal 2001, Adobe achieved revenue of $1.230 billion. This represents a 3% decrease compared with fiscal 2000. Reported net income reached a level of $205.6 million, a 29% decrease compared with fiscal 2000. Operating profit was $378.5 million in fiscal 2001, a decrease of 7% compared to fiscal 2000. Based on our new operating segments, Adobe??s Graphics revenue was $543.4 million, a 10% decrease from fiscal 2000. Cross-media Publishing revenue was $289.6 million, an 11% decrease. Revenue from our OEM PostScript and Other segment declined in 2001, from $131.5 million to $104.8 million, a drop-off of 20%. And robust licensing of Adobe Acrobat software and related products pushed Adobe ePaper Solutions revenue from $207.6 million to $291.9 million, an increase of 41% over 2000. (For further information on our former and new business segments, please refer to our Form 10-K.) "
Doc169,Adobe ,2001," Despite the difficult economic environment of fiscal 2001, we showed that we can tightly manage our business. We minimized direct costs, resulting in gross margins of 93.4%, compared with 93.1% in fiscal 2000. Additionally, soon after the economy began to affect our business during the year, we swiftly exercised company-wide operational expense reductions, which enabled us to deliver respectable bottom-line results. "
Doc170,Adobe ,2001," Adobe continues to be a highly profitable company, and we are operating from a strong financial position. On a GAAP basis, our operating profit margin was 31% in fiscal 2001. On a pro forma basis, our operating profit margin (which excludes restructuring and other charges, acquired in-process research and development, and amortization of goodwill) was 33%. Cash, cash equivalents, and short-term investments totaled $581.6 million as of November 30, 2001. And although we reduced our overall expenses during the year, we continued to increase research and development headcount. In fiscal 2001, Adobe spent nearly a quarter of a billion dollars on R&D. This investment will help position us for long-term growth and success. "
Doc171,Adobe ,2001," While some of Adobe??s competitors focused their efforts on developing either Web- or print-only publishing tools, we believed our customers would want to communicate both onscreen and on the printed page, and we developed our software solutions accordingly. In fiscal 2002, Adobe will continue to deliver cross-media applications that allow publishers to communicate cost-effectively in the medium of their choice. "
Doc172,Adobe ,2001," With the announcement of InDesign 2.0 software, we continued to rally support among professional publishers and designers looking for an alternative publishing application. Adobe PageMaker software continues to provide business users with the tools they need to communicate with impact, and Adobe FrameMaker software remains the application of choice for producers of long, structured documents. Adobe Premiere and Adobe After Effects are becoming increasingly popular, due to exceptional growth in the digital video (DV) market, where Adobe has a strong position in the professional segment. Customers making the switch from analog to digital photography are licensing our new consumer-oriented imaging software, Adobe Photoshop Elements. And for creative professionals working in print and on the Web, Adobe Photoshop and Adobe Illustrator software continue to set the standard for high-end digital imaging and illustration, and they lead the market in their respective categories. "
Doc173,Adobe ,2001," After announcing our vision for Network Publishing last year, we worked hard to deliver tools that would allow anyone to create, manage, and deliver visually rich communications anytime, anywhere, on any device. The latest version of InDesign software allows the import and export of XML for unique layouts in print and on the Web. Adobe Illustrator 10 enables a dynamic data-driven graphics workflow, automating the most time-consuming production tasks. And Adobe AlterCast software, a new server-based application, allows the customization and delivery of optimized graphics to multiple access devices, including desktop computers, PDAs, and wireless phones. We also unveiled the eXtensible Metadata Platform (XMP), a new open standard for cross-media development that enables the easy and accurate exchange of publishing assets between software applications. Delivering high levels of interoperability, this new protocol opens up exciting opportunities for both Adobe and its strategic partners. "
Doc174,Adobe ,2001," Even though the development of world-class software tools remains a top priority, we begin fiscal 2002 with a renewed commitment to our customers. More than ever, we??re listening carefully to what our customers have to say, implementing product functionality and support levels based on their feedback. Internally, we??ve thoroughly reorganized our Customer Care organization, realigning its goals with those of our field sales teams so that we can more effectively meet our customers?? changing needs. Adobe continues to be equally committed to the needs of our community. Everywhere you look, Adobe employees are donating time, money, and expertise to a number of critical nonprofit causes?including initiatives in the fields of K?12 education, fair housing, and other social services?under the auspices of the Adobe Community Relations program. Adobe also contributed $500,000 in combined employee and corporate donations to the American Red Cross September 11 fund. "
Doc175,Adobe ,2001," Adobe continues to attract the very best talent. Although we slowed our hiring in fiscal 2001, we continued to invest in the future by filling critical positions throughout the year. As eager as we are for their expertise, these employees are equally eager to work for a company that FORTUNE magazine has included in its ??100 Best Companies to Work For?? list four of the last five years. "
Doc176,Adobe ,2001," We??ve all been on an economic roller coaster this past fiscal year. As we look to the near future, we are confident that we can manage Adobe Systems through difficult times. And our focus?as always?is on the long term. Once the current economic malaise subsides, we believe we will be well positioned to drive revenue growth and expand our profitability. We??ve aligned our product road map to match the growing trends we see not only in Network Publishing but also in digital imaging and digital video software. We??re excited about emerging opportunities in areas such as digital photo management, DVD authoring, and Internet printing?new markets we are actively exploring. And we??re charging more than half of our field sales organization with realizing our single largest growth opportunity, Adobe ePaper Solutions. With Acrobat and related products, we??re helping enterprises migrate from paper-based workflows to Web-centric electronic document workflows. "
Doc177,Adobe ,2001," Our market-leading franchise products and their loyal customers, our world-class global operation, and our highly profitable business continue to fuel our excitement about Adobe??s future. We look forward to sharing our ongoing success with you. "
Doc178,Adobe ,2002,"As Adobe Systems?? twentieth year of helping people communicate better comes to a close, we??re pleased to see our customers using Adobe solutions?as well as complementary technologies from our partners?to create, manage, and deliver visually rich information to anyone, anywhere, on any device. For the fourth consecutive year, strong sales of Adobe Acrobat software licenses have contributed to making the enterprise our single greatest market opportunity. We??ve made significant inroads with Adobe InDesign?? page layout software. And Adobe Photoshop Elements software has been embraced by over a million customers as the professional-quality, mid-level digital imaging software of choice. "
Doc179,Adobe ,2002," Still, this past year many of our core customers grappled with unfavorable business conditions and market uncertainty. Design agencies, publishing houses, and other creative organizations faced smaller client budgets and reduced staffing, leading them to decrease their spending on capital expenditures such as new software. As a result of this reduced demand, as well as an overall weakened global economy, our diluted earnings per share for fiscal year 2002 decreased by 5% year over year from $0.83 to $0.79, and our operating profit decreased by 24% year over year. In this difficult economic climate, we concentrated on reinforcing our strong market positions and preparing ourselves for the future with increased research and development. "
Doc180,Adobe ,2002," The results of our efforts will allow us to take advantage of several culminating market trends. Cost-conscious enterprises are looking to find greater return on their existing technology investments, creative professionals are looking for ways to save money and improve efficiency, and home and office users need easy-to-use software to help them work with a new generation of digital cameras and video cameras. Adobe plans to roll out solutions that address each of these trends, and we??ve realigned our organization to more effectively deliver these solutions to an eager customer base. "
Doc181,Adobe ,2002," In addition to a strong product roadmap, we remain profitable, with a strong cash position achieved through highly disciplined operational controls. Our transparent reporting system gives us a 24/7 view into worldwide operations, leading to greater efficiencies and reduced costs. Unusual among software companies, this financial strength gives Adobe a competitive advantage and long-term confidence. With a combination of powerful customer-facing solutions and solid bottom-line financials, we will strive to provide strong market leadership and stockholder value as we enter decade number three. "
Doc182,Adobe ,2002," For fiscal year 2002, we are reporting earnings of $191.4 million. This represents a 7% decrease compared with fiscal year 2001. We made changes to our reporting structure, moving some of our products into new categories that more accurately reflect their usage by our customers. Adobe??s Creative Professional revenue was $351.3 million, an 11% decrease over fiscal year 2001. Digital Imaging and Video revenue was $411.9 million, a 6% decrease. Sales of Adobe Acrobat software and related products pushed Adobe ePaper?? solutions application revenue from $291.9 million to $312.5 million, an increase of 7% over fiscal year 2001. Revenue from our OEM PostScript and Other segment declined from $104.8 million to $89.0 million, a decrease of 15%. "
Doc183,Adobe ,2002," During fiscal year 2002, gross margins were 91.0%, compared to 93.4% in fiscal 2001. As a percentage of revenue, research and development expenses were 21.1%, compared to 18.2% in 2001 ? a reflection of Adobe??s commitment to continue to invest in its future. Sales and marketing expenses and general and administrative expenses, as a percent of revenue, were 32.7% and 9.3% respectively ? essentially at the same levels in 2002 when compared to 2001. Thanks to our ongoing financial discipline, we once again end the year in a solid financial position, with $617.7 million in cash and cash equivalents. "
Doc184,Adobe ,2002," Fiscal year 2002 was marked by several highlights. Accelerating our reach into the enterprise was our April acquisition of Accelio. The company??s electronic forms offerings provide the foundation of our newest ePaper solutions, and we anticipate that the acquired expertise in selling into the enterprise should be a major asset moving forward. We introduced several server-based applications, including Adobe?? Document Server, which automates document production and delivers targeted, secure, and reliable electronic documents to virtually any platform a business or government agency may require. "
Doc185,Adobe ,2002," Within the design community, Adobe InDesign 2.0 software gained more customers among publishers and creative agencies worldwide. This version of our next-generation page layout software incorporates several innovative new features to deliver a top-notch application. Since its release in January, InDesign 2.0 has gained significant market share. In April, we released a new version of Adobe Photoshop software to widespread acclaim. And professional videographers working with corporate and broadcast video continued to make Adobe Premiere?? and Adobe After Effects?? software leaders in their category on the Windows?? platform. "
Doc186,Adobe ,2002," Software collections, bringing together several flagship Adobe applications for specific customer requirements, continued to do well. Offering a complete solution, these suites allow customers to adopt multiple Adobe applications simultaneously at a great value. Licensing of Adobe Collections by our customers continues to represent a significant portion of Adobe??s revenue. "
Doc187,Adobe ,2002," In fiscal year 2002, our partnerships became more strategically important. Of particular note is our agreement with enterprise software provider SAP. By integrating Adobe Portable Document Format (PDF) technology with SAP solutions, this partnership is an important step toward establishing Adobe as an essential enterprise infrastructure provider. Other important relationships include those with Dell and Documentum. "
Doc188,Adobe ,2002," At a time when investor confidence is being tested, Adobe is committed to closely following all newly established rules, certifications, and board independence requirements, and we will continue to conduct our operations with integrity. "
Doc189,Adobe ,2002," Adobe??s focus for the coming fiscal year is threefold: to extend our business to the enterprise by developing and delivering enterprise-class ePaper solutions, to provide more value to our creative professional customers, and to extend our digital imaging and video businesses to meet the needs of home and business users. Underlying each of these goals is the evolution of Adobe PDF as a robust, rich media container that complements other established standards such as the eXtensible Markup Language (XML). The use of Adobe PDF as a format for reliable, multiplatform communications spans all of Adobe??s customers, including creative professionals, businesses, and government agencies. No other technology today can equal what Adobe PDF provides, and we intend to continue to innovate its functionality?including extending it as a container for delivering digital photographs. "
Doc190,Adobe ,2002," For the enterprise, we are extending our Adobe Acrobat software-based ePaper solutions to help corporations, government agencies, and other large organizations move from paper-based workflows to electronic document-based workflows. Leveraging our reach through the now ubiquitous Acrobat Reader??, we are delivering end-to-end, client- and server-based solutions that help enterprises both save and make money. To support these goals, we are refocusing our direct sales force to sell directly to executives, line of business managers, and IT managers. "
Doc191,Adobe ,2002," We??re also giving increased attention to creative professionals, developing powerful tools that allow them to do their jobs more efficiently, creatively, and at a lower cost. Whether working in the creative departments of large enterprises or as independent professionals, these demanding power users depend on Adobe products to help them create the visually rich content found in newspapers, magazines, on television, on the Web, and in marketing communications of all kinds. Besides continuing to improve the industry-standard applications that are found in nearly every creative professional??s toolbox, we plan to offer newly designed software collections with greater integration and interoperability for enhanced creative workflows. "
Doc192,Adobe ,2002," Lastly, Adobe stands to benefit from the explosive trend of home and business users migrating from analog to digital photography and video. For these customers ? including photography enthusiasts, home users, educators, and office workers in charge of producing corporate videos and internal Web sites? we??re rolling out applications designed to help them master the world of digital expression. In addition to a new version of our well-received Adobe Photoshop Elements software, we recently released Adobe Photoshop Album software. This new Adobe software will help people organize and share their digital photos. We??re also developing a new professional tool for video authoring that creative professionals can use to deliver rich media on a new, portable broadband platform: DVD. "
Doc193,Adobe ,2002," We consider this year to mark not only a twentieth anniversary, but also a birth ; with solid solutions developed and key partnerships established, we are emerging as a key competitive player in the enterprise. The following pages of this Annual Report will show you how we are working to deliver robust solutions that help enterprises communicate better with their employees, their customers, and their business partners. "
Doc194,Adobe ,2002," As we take our mission to help people communicate better into the enterprise, we are determined to uphold the values that make Adobe Systems a great company in every sense of the word. We plan to continue to invest heavily in research and development, creating innovative products and services that meet our customers?? diverse needs. We remain committed to seeking out, hiring, and retaining the most creative employees in the industry. And we are proud of our community involvement: our community relations department sponsors a variety of programs to benefit our local communities, including software donations, cash grants, and volunteer efforts. "
Doc195,Adobe ,2003,"When we think of the word ??platform,?? several concepts come to mind: a strong foundation, a launching pad, an elevated vantage point. Those of you who have followed technology for the last couple of decades have seen several examples of companies that provide foundational platforms on which customers and partners can build their businesses and add value. This year we took a look at the way our own customers have standardized on Adobe software and solutions and came to an inescapable conclusion: Adobe has transformed itself into a platform company. "
Doc196,Adobe ,2003," Not that long ago, Adobe was a company thought of almost exclusively in terms of its products. Today, we provide a foundation of innovative technologies on which our customers can be more creative, save time and money, and run their businesses more efficiently. We??ve built these foundations in three areas: Intelligent Documents, design, and digital imaging. Within each of these domains you??ll find Adobe software tools?as well as complementary technologies from partners?that help our customers share ideas, information, and memories. Together, these platforms represent the foundation of our success in the present and the launching pad of our vision for the future. For our customers, our partners, and you, our stockholders, they also represent a firm place to stand. "
Doc197,Adobe ,2003," Fiscal year 2003 was an excellent year for Adobe Systems. With one of the strongest new product lineups in the company??s history, and more stable global economic conditions, we met or exceeded Wall Street expectations in every quarter in fiscal 2003. In addition, we grew our annual revenue to a record $1.295 billion, representing an 11 percent year-over-year growth when compared with fiscal 2002. Our diluted earnings per share increased from $0.79 to $1.10, and our operating profit margin expanded to more than 29 percent for fiscal 2003. Reported net income from all market segments reached $266.3 million, a 39 percent increase when compared with fiscal 2002. Adobe??s Creative Professional revenue was $368.5 million, a 5 percent increase over fiscal 2002. Digital Imaging and Video revenue was $392.4 million, a 5 percent decrease year over year. Licensing of Adobe Acrobat?? software and related products pushed Adobe ePaper?? Solutions application revenue from $312.6 million in fiscal 2002 to $444.1 million in fiscal 2003, a 42 percent increase year over year. Finally, revenue from our OEM PostScript?? and Other segment was $89.7 million, a 1 percent increase when compared with fiscal 2002. "
Doc198,Adobe ,2003," Due to strong operational cash flows and cash proceeds from stock options, our cash position grew significantly in 2003. Our strong cash position of nearly $1.1 billion provides the flexibility to both invest in our future and continue to return cash to our stockholders through repurchase and our quarterly stock dividend. And by investing approximately 20 percent of our revenue in research and development, we are able to stay at the forefront of the markets we serve. From sales and engineering to marketing and finance, we??ve achieved a level of operational excellence uncommon in the software industry. And, as befits a major software company, we??ve kept our business processes streamlined and accountable. Further, we have deployed centralized information systems that provide real-time financial information to quickly assess our business performance throughout the world. "
Doc199,Adobe ,2003," Ethics and integrity have always been an important part of both Adobe??s culture and our way of doing business, and we take corporate governance very seriously, seeking to achieve the same level of excellence as we do in all other aspects of our business. "
Doc200,Adobe ,2003," We successfully executed the strategy that we outlined for you last year. As promised, in our fastest growing business, ePaper Solutions, we helped enterprises and government agencies migrate their legacy paper-based workflows to electronic document workflows. With the release of Adobe Acrobat 6.0, we not only delivered a strong product, but also segmented the product line to meet a broader set of customer needs: Acrobat Professional for demanding collaborative environments such as the creative professional segment and engineering, Acrobat Standard for working with Adobe PDF across the enterprise, and Acrobat Elements for basic Adobe PDF creation on the desktop. With this strategy we achieved record revenue for this powerful application? in the third quarter alone, Acrobat desktop revenue exceeded $100 million. "
Doc201,Adobe ,2003," We also further extended our Intelligent Document Platform to deliver document services that help connect people to back-end enterprise systems. Allowing large organizations to customize their outbound communications, Adobe Document Server software filled out our offerings for document generation. By making Adobe PDF forms interactive, Adobe Document Server for Reader Extensions delivered document collaboration and electronic forms capabilities to corporations and government agencies around the world. In all of our enterprise initiatives, we differentiated ourselves from the competition by concentrating on the ways that people work with information and business processes, rather than only on the ways that machines talk to other machines. "
Doc202,Adobe ,2003," For our creative professional customers, we fulfilled our promise to add value by delivering the Adobe Creative Suite. With this revolutionary platform, we combined new versions of all of our flagship software products?including Adobe Photoshop, Adobe Illustrator, Adobe InDesign, and Adobe GoLive???with Version Cue,?? an innovative file management feature, to form a complete solution that allows creative professionals to work in newly efficient, collaborative workflows. Moving forward, we expect that all of the standalone products that are part of the Adobe Creative Suite, as well as the Suite itself, will be updated simultaneously, resulting in higher customer satisfaction and a streamlined product development cycle. Also of note in the creative professional space is the increased adoption of InDesign software as the page layout application of choice for major newspapers, publishers, and advertising agencies. By delivering enhanced creative freedom, an integrated workflow, support for rich media including video, and an ecosystem of service providers and partners, we??re seeing increased adoption of InDesign in this competitive space. "
Doc203,Adobe ,2003," Users of our digital imaging and video software took advantage of several new and important product releases. Digital imaging hobbyists wanting to use the professional power of Adobe Photoshop found tools to retouch, organize, and share their photos in Adobe Photoshop Elements and Adobe Photoshop Album software. With these products, we shared our leading digital imaging platform with a broader range of customers than ever before. Similarly, video professionals gained a complete solution with the release of the Adobe Video Collection, which brings together several leading Adobe digital video products. At the core of the collection is an entirely rewritten version of Adobe Premiere,?? now called Adobe Premiere Pro. With newly improved performance and enhanced capabilities, this video editing tool is poised to lead the market. The collection also includes a major upgrade of Adobe After Effects, as well as two new professional-grade applications: Adobe Encore?? DVD for DVD production and Adobe Audition?? for sound editing. "
Doc204,Adobe ,2003," Just as Adobe has transformed itself into a company that delivers platforms rather than tools or products, our customers?? businesses and markets are transforming in significant ways. By maintaining our strong relationships with our customers, we will anticipate and meet their evolving needs. In the enterprise space, we see the XMLbased interchange of information moving from the pilot phase to everyday reality. To that end, all of our enterprise solutions will incorporate robust XML support in the form of ??Intelligent Documents.?? By combining Adobe PDF with XML, these documents connect people, systems, and processes in innovative ways. In fact, what used to be called the Adobe ePaper Business Unit is now known as the Intelligent Documents Business Unit. With more than half a billion copies of Adobe Reader distributed on all major operating systems and devices, along with the fact that Adobe PDF has become the de facto standard format for the delivery of electronic documents, our customers have an unmatched platform from which they can reliably interact with information. "
Doc205,Adobe ,2003," As broadband and various new access devices continue to proliferate, creative professionals will be called on to repurpose rich media content at an accelerated rate. In the largest production environments, they will also have to manage tens of thousands of digital assets while attempting to streamline workflows. With the Adobe Creative Suite design platform, we help our customers accomplish these demanding imperatives. For example, our new Version Cue technology helps ensure that workgroups of all sizes can work on highly complex, asset-intensive projects collaboratively. And when it comes to Adobe InDesign, we continue to see increased adoption, solidifying our position as the page layout and design solution of choice for users who are eager to make the switch from non-Adobe applications. "
Doc206,Adobe ,2003," In 2003, sales of digital cameras surpassed sales of traditional film cameras, and by the year 2005, it??s expected that 100 percent of video cameras sold will be digital. Our strategy for taking advantage of this opportunity with our digital imaging platform is threefold. First, we will strengthen the leadership of the gold standard for desktop digital imaging, Adobe Photoshop. As we evolve the application??s features to match the next generation of digital photography, we plan to increase market share among influential new customers, including professional photographers. Second, we will continue to extend Photoshop technology to a rapidly growing number of hobbyists and consumers. As these users grow to desire more sophisticated capabilities, they will find a smooth upgrade path from Photoshop Album and Photoshop Elements to the full version of Photoshop. Finally, we expect to provide more market-leading digital video tools?not only for creative professional customers looking to expand their skill sets, but also for video producers within corporations and large organizations who are moving from analog to digital production. "
Doc207,Adobe ,2003," Although Adobe has transformed itself into a platform company, our essential strategy has not dramatically changed. We plan to move forward in our key growth markets, using the power of our technology platforms to meet the needs of customers, effectively leverage an ecosystem of partners, and provide more value to stockholders. As always, we??ll continue to focus on our customers?? perspective, incorporating their input into the way we plan for and develop solutions. And, just as we have for more than twenty years, we??ll count on Adobe innovation as the stimulus for new revenue streams. "
Doc208,Adobe ,2003," For Adobe, being a model employer and responsible corporate citizen has always been an important part of creating stockholder value. We??ve been recognized for many years as one of the ??100 Best Companies to Work For?? by FORTUNE magazine, and we??re especially proud to be listed in the number six position in the 2004 report. By inspiring our employees to contribute at peak performance and share in the success of the company, we??re ensuring a steady rate of innovation and growth. We??re also contributing to our communities and helping to improve the quality of life by addressing critical needs, primarily through schools and nonprofit organizations that reach underserved populations in areas where Adobe employees live and work. "
Doc209,Adobe ,2003," Being a platform company means more than just setting industry standards. It means helping people and businesses communicate better by helping them integrate information, images, and insights. They can do it with the power of Adobe??s innovative technologies, tools, products, and services, and they will do it in new and paradigm-shifting ways over the coming years. Thank you for supporting our efforts, and for standing next to us in this exciting time. "
Doc210,Aspen ,1995,"In fiscal 1995, AspenTech became the first public company in our industry. We demonstrated strong growth in revenues, net income, and shareholder earnings. The Companv consolidated its leadership position with successiul product introductions, new customer partnerships, and an expanded presence in international markets. We made a significant acquisition, which will enable us to capitalize on the emerging trend toward incorporating process modeling into online process control and decision support systems. "
Doc211,Aspen ,1995," Financial results included a 28 percent increase in revenues to 57.5 million from $45.0 million in fiscal 1994. Net income for fiscal 1995 before one time acquisition costs increased 62 percent to $6.0 million, cornpared with $3.7?? million in fiscal 1994. Earnings per share for fiscal 1995 increased 33 percent to $.77, compared with 3.58 in fiscal 1994. "
Doc212,Aspen ,1995," AspenTech's initial public offering in November 1994, followed by a successful secondary offering in early 1995, has enhanced our visibility and attractiveness to the large, multinational companies who are our target market. Forty-rwo of the fifty largest chemical companies in the world are now AspenTech customers, and all of these companies have significant potential to use more of our technology. This year, Huls AG, Sumitomo Chemical Co, Ltd., and Daicel Chemical Industries, joined our community of Global Technology Partners anal stated their intention ro standardize on AspenTech products across their enterprises. We established new relationships with Sasol Chemical Industries, one of the largest chemical companies in South Africa, and Asahi Chemical Industry Co., Ltd. in japan, as well as with leaders in other process industries, including Unilever Research, Phillips Petroleum Company 3M Company, SGN, the French power company, and Lion Company the second largest japanese consumer products company. "
Doc213,Aspen ,1995," To better serve these customers, AspenTech expanded our international operations this year, opening offices in Dusseldorf, Paris, and Osaka. Today, nearly 52 percent of our total revenues come from outside the US. The international strength of the company is something we can easily leverage to deliver synergistic technologies in the future. "
Doc214,Aspen ,1995," Fiscal 1995 product introductions significantly enhanced our solution suite and further differentiated it from those of competitors: SPLIT is a new product that is already producing cost savings for specialty chemicals and consumer products companies in the U.S., Germany, and japan. It enables engineers to determine the best and most cost-effective way of configuring distillation processes for separating the very complex mixtures common in these industries. Companies benefit by quickly finding the best separation schemes, thus avoiding unnecessary capital expenditures and minimizing energy consumption. "
Doc215,Aspen ,1995," By year-end, about 40 companies, including many of the world's leading polymers producers, had begun using our new module POLYMERS PLOS Polymers, which currently represent about 20 percent of total chemicals sales, are the fastest growing and most profitable segment of the business of many of our customers. Because of their extreme complexity, however, polymer production processes have been difficult to model. POLYMERS PLUS simplifies the task by providing an innovative new generic modeling approach that can be applied to a wide class of polymers. We are applying for a US. patent for this unique methodology. "
Doc216,Aspen ,1995," One of the most significant emerging trends in process manufacturing is on-line process optimization. One of the most significant events this year for AspenTech was our acquisition of Industrial Systems, Inc. (ISI), a move that positions us to capitalize on this trend. ISI, based in Bothell, Washington, is a rapidly growing provider of process information management (PIM) software for capturing, displaying, and analyzing plant-wide historical and real time process data. We intend to market ISI's product, ClM/21, on a stand-alone basis and to integrate it with our other products to create a new class of value-added applications that will enable companies not only to model optimal process designs, but also to measure in real time how closely plant performance matches modeled benchmarks. This will enable modeling to make a greater impact on production - an area that has three times the number of chemical engineers of either research & development or engineering yer has been the least penetrated by computer-aided engineering technology. "
Doc217,Aspen ,1995," The two companies also have complementary strengths in marketing and distribution. ISI derives the greatest percentage of its revenue from the pulp and paper market, with chemicals, petroleum, and food close behind, With a small sales force, the company has targeted primarily North American markets. The acquisition will enable ISI to take advantage of AspenTech??s exceptionally deep base in the chemicals industry and of our worldwide infrastructure and sales presence. At the same time, it will enable AspenTech to leverage ISI customer relationships in vertical markets where we are not presently as strong, accelerating our expansion into a broad range of process industries. "
Doc218,Aspen ,1995," The accomplishments of fiscal 1995 have prepared AspenTech for further growth. We are in an excellent position to build on our industry leadership both by continuing to deliver the solutions our customers need, and by bringing together cnmplementary companies that enlarge the ways we can serve them. I am extremely enthusiastic about our plans and our prospects for this fiscal 1996. "
Doc219,Aspen ,1996,"Fiscal 1996 was a year of dramatic accomplishment for AspenTech. In January 1996, we announced the acquisition of two leading suppliers of on-line advanced automation solutions, DMC Corporation (DMCC) and Setpoint, Inc., on the same day. This sent an electrifying message to our industry. Overnight we became the largest company by far dedicated to providing process modeling and advanced automation solutions to the process industries, with the leading market share in every major business area in which we compete. We instantly became a leading supplier to the petroleum industry, complementing our historic strength in the chemicals and other process industries. And we significantly increased our competitive differentiation by becoming the only company that can provide off-line and on-line solutions across the full life-cycle of a process, from research and development to engineering to production. "
Doc220,Aspen ,1996," Fiscal 1996 was also a year of significant financial achievement. Revenues increased 80% to $103.6 million, compared with $57.5 million in fiscal 1995. Net income excluding non-recurring costs for fiscal 1996 was $9.2 million, compared with $6.0 million last year, a 53% increase. Earnings per share excluding non-recurring costs for fiscal 1996 were $1.10, compared with $0.77 for fiscal 1995 "
Doc221,Aspen ,1996," We have naturally focused significant management attention on the integration of DMCC and Setpoint into AspenTech. This has been a particularly challenging task because there were overlapping products and services among these companies, the original AspenTech and Industrial Systems, Inc. (which we acquired in May 1995), in the areas of process information management, advanced control and real-time optimization technology. "
Doc222,Aspen ,1996," I am very pleased to report that the integration process has gone extremely well. We have successfully reorganized operations into new AspenTech divisions, headed by strong management teams, that have established clear strategic and product release plans for the business areas. We have made outstanding progress in producing new software releases that combine the best features from overlapping products while providing existing customers with a forward migration path; ??beta?? test versions of new advanced control and process information management software tools are being released in the fall of 1996. We have created a single, account-focused sales team that is now successfully selling all of the company??s products and services. Most important, the new AspenTech community is working well together, focused far more on the opportunities that lay ahead than on past company affiliations. "
Doc223,Aspen ,1996," The customer response to the acquisitions has been overwhelmingly positive. By being able to provide a more complete solution that touches the full life-cycle of their manufacturing operations, We have become a more strategic supplier to many of our customers. A life-cycle approach offers a number of benefits to customers: it reduces the time and cost required to generate new applications; it facilitates sharing of information between different departments within the company; it reduces the training and support costs of maintaining incompatible software tools; and it helps to create a consistent overall system within the company for managing the analysis and implementation of process technology. Our sales staff and senior management are now routinely working more closely with the top management of process manufacturers to define profit improvement programs that include the systematic use of AspenTech products and services. "
Doc224,Aspen ,1996," We have added considerable depth to our management team in fiscal 1996 to better enable us to manage the growth that lies ahead. Several senior managers from DMCC and Setpoint have joined our management team and bring extensive industry experience, particularly in managing project execution operations. We have added several new executives from outside AspenTech to the management team, including a new Chief Information Officer, General Counsel and vice presidents in software engineering, marketing and human resources. We have also made major investments in the infrastructure necessary to support our expansion, particularly in the area of management information systems. "
Doc225,Aspen ,1996," AspenTech also made two key additions to its Board of Directors during the year. Gresham T. Brebach,Jr. is currently Executive Vice President Client Services of Renaissance Solutions, Inc., a leading provider of management consulting and client/server systems integration services for large corporations. Brebach has also served as Executive Vice President of Digital Consulting, the management consulting division of Digital Equipment Corporation, and as head of the North American Information Technology/Services consulting practice of McKinsey Company; he brings tremendous expertise in managing value-added service businesses to the Board. Alison Ross heads Smart Finance  Company, an investment banking advisory service for technology companies. Prior to founding Smart Finance, Ross led the software investment banking effort of Montgomery Securities. Ross?? independent perspective and expertise in financing strategies have already been of great value to the company. "
Doc226,Aspen ,1996," AspenTech has never been stronger than it is today. The acquisitions in the on-line areas have greatly expanded the size of our available market and have significantly increased our opportunity to cross-sell products and services to our customer base. We remain the technology leader in off-line modeling, and the on-line businesses that we acquired also lead their fields technically. In addition, we are continuing to attract the top people in our industry to work at AspenTech. I am extremely enthusiastic about our prospects for the Future. "
Doc227,Aspen ,1996," Our primary focus for 1997 will be on delivering releases of new, integrated products and on expanding our project execution capability, particularly in advanced control and optimization. We expect to continue to be opportunistic regarding potential acquisitions that fit with our focus of delivering solutions based upon fundamental process knowledge to industry. And we will continue both to increase our penetration within existing customers and to expand our strength in vertical markets beyond chemicals and petroleum. "
Doc228,Aspen ,1996," I would like to thank our employees for their dedication to meeting our business objectives while successfully bringing AspenTech and our acquisitions together this past year, and our shareholders for their continued confidence. "
Doc229,Aspen ,1997,"Fiscal 1997 was a year of tremendous achievement for AspenTech. By focusing on our True Potential, we began to realize the vision of enabling our customers to achieve theirs. We are now truly the only company that offers a complete solution for customers encompassing both off-line modeling and simulation and on-line automation, consisting of both software and the services to implement them. During fiscal 1997 we completed the integration of Setpoint and DMCC. On the technology front, we acquired three companies to add strategic new technologies; we created a new team to deliver services for advanced process design; we released several major new products; we established strategic relationships with a number of major customers; and we intensified our focus on the large and rapidly growing Smart Manufacturing marketplace. "
Doc230,Aspen ,1997," Fiscal 1997 was also a year of record financial results. Revenues increased 74% to $180.3 million compared with $103.6 million for fiscal 1996. Net income excluding nonrecurring costs rose 118% to $20.1 million for fiscal 1997 compared with $9.2 million the year before. Earnings per share excluding nonrecurring costs for fiscal 1997 were $0.96 compared with $0.55 for fiscal 1996, adjusted to reflect a two-for-one stock split effective February 28, 1997. A portion of this growth was attributed to the acquisitions of DMCC and Setpoint. Our successful integration of these companies makes us enthusiastic about the opportunities for robust revenue growth and further margin expansion in the future. "
